bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,
550217,[room.ui] Wrong quickfix for unresolved reference to port,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550218,Promote failure and Stop on Error flags do not work on modern tests,Technology,Ease,UI,All,All,UNCONFIRMED,,P3,major,
550219,CommandProviderAdapter service registration should have the same service.ranking than the adapted CommandProvider service,Eclipse,,,,,,,,,
Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,,,
550220,Sometimes incomplete stack is shown for threads that were expanded before resume,Eclipse Project,Platform,Debug,PC,Linux,VERIFIED,FIXED,P3,normal,
550222,TeamAction getTargetPage() can return null,Eclipse Project,Platform,Team,All,All,RESOLVED,FIXED,P3,normal,
550223,Update wizard elements to use hash code lookup for viewers,Eclipse Project,JDT,UI,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
550224,Use hash lookup in NewWizardNewPage,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550226,[content assist] New proposal category may get enabled by default,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
550227,Assign resource pack to project Eclipse.platform,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
550228,Deleting multiple interdependent projects triggers builds which prevent deletion,Eclipse Project,JDT,UI,PC,Linux,NEW,,P3,normal,
550229,[release] ee4j.bean-validation 2.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
550230,[release] ee4j.batch 1.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
550231,[release] locationtech.geowave 1.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
550233,Change download page to use eclipse mirror script,IoT,4DIAC,Web Page,PC,Linux,CLOSED,FIXED,P3,normal,
550234,RCPTT complains when trying to use get-editbox on a content assist popup dialog,Technology,RCPTT,ECL,PC,Windows 10,UNCONFIRMED,,P3,normal,
550235,4.13 I Build failed due to SWT Increment job failure for 20190819,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,
550236,53 test failures in pde.api.tools.tests for Y20190819-0900,Eclipse Project,PDE,API Tools,PC,Windows 7,VERIFIED,FIXED,P3,normal,
550237,14 test failures in template tests in PDE in Y build,Eclipse Project,PDE,UI,PC,Windows 7,RESOLVED,FIXED,P3,normal,
550238,org.apache.commons.net jar is missing in the Eclipse Photon,Tools,CDT,cdt-core,PC,Linux,RESOLVED,NOT_ECLIPSE,P3,normal,
550239,pomless build should support overriding of derived maven coordinates,Eclipse Foundation,z_Archived,Tycho,PC,Linux,RESOLVED,FIXED,P3,enhancement,
550240,Activate parallel loading of bundles,Eclipse Project,Platform,IDE,PC,Linux,RESOLVED,WONTFIX,P3,enhancement,
550241,New Plug-in wizard should use hash lookup,Eclipse Project,PDE,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550242,Mac native build taking very long,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
550243,Assign resource pack to project Eclipse.platform,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
550244,[Examples] Decorator example is available even if the Papyrus examples are not installed,Modeling,Papyrus,Core,All,All,RESOLVED,FIXED,P3,normal,
550245,ApiBaselinePreferencePage should use fast hash lookup,Eclipse Project,PDE,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
550246,Regression: F3 sometimes opens Java file in System rather than JDT editor,Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,normal,
550247,CommitFileDiffViewer should use fast hash lookup,Technology,EGit,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550248,Windows test machine is down,Eclipse Foundation,Community,Servers,All,All,CLOSED,FIXED,P3,major,
550250,Remove ManifestBuilder and SchemaBuilder from API analysis,Eclipse Project,PDE,API Tools,PC,Windows 7,RESOLVED,FIXED,P3,normal,
550251,Code completion help popups might stall the UI,Technology,Ease,UI,All,All,CLOSED,FIXED,P3,normal,
550252,Error markers on Dependency tab,Eclipse Project,PDE,UI,All,All,ASSIGNED,,P3,normal,
550253,In the generaded C code inherited operations are missing in extending DataClasses,Modeling,eTrice,Generators,PC,Windows 10,REOPENED,,P3,normal,
550254,Release SWT Builder classes as API,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550255,The method X can be made static ignores synchronized,Eclipse Project,JDT,Core,PC,Linux,NEW,,P3,normal,
550256,Sometimes a NPE in org.eclipse.ui.internal.monitoring.MonitoringStartup.earlyStartup(MonitoringStartup.java:37),Eclipse,,,,,,,,,
Project,Platform,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,,,
550257,remote debugging multi-threaded application is extremely slow,Tools,CDT,cdt-debug-dsf-gdb,PC,Linux,NEW,,P3,major,
550258,Use fast tree lookup in debug launch config,Eclipse Project,Platform,Debug,PC,Linux,RESOLVED,WONTFIX,P3,normal,
550259,Update IDE e4 command templates to remove menu / command / handers if the plug-in is not present,Eclipse,,,,,,,,,
Project,PDE,UI,PC,Linux,RESOLVED,FIXED,P3,normal,,,
550260,API Analysis steps in Tycho build should use I-Build as runner                                                                                                                      and latest release as baseline,Eclipse,,,,,,,,,
550261,Searching... does not stop in Quick Search dialog,Eclipse Project,Platform,Text,All,All,VERIFIED,FIXED,P3,normal,
550262,CCE in Categorization with composite categories and a depth of 1,Modeling,ECP,EMF Forms,PC,Linux,CLOSED,FIXED,P3,normal,
550263,Random build errors,Eclipse Project,JDT,Core,PC,Linux,CLOSED,DUPLICATE,P3,normal,
550264,In Eclipse Photon Remote System Explorer and FTPClient class is missing,Technology,EPP,reporting-package,PC,Linux,RESOLVED,WONTFIX,P3,blocker,
550265,UI freeze in Installed Software tab,Eclipse Project,Equinox,p2,PC,Linux,RESOLVED,FIXED,P3,normal,
550266,4diac IDE tycho build should generate download packages with the correct nameing,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
550267,NPE when opening Quick Outline,Eclipse Project,JDT,UI,PC,Mac OS X,RESOLVED,FIXED,P3,major,
550268,Toolbar rendered on wrong location when visible flag toggles,Eclipse Project,Platform,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,
550269,[win32] No longer able to use an external class folder build path entry using a UNC path,Eclipse Project,JDT,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550270,Assign resource pack to project Eclipse.platform,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,normal,
550271,JFace Viewer should guard against null access in findItems if useHashLookup is used,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,WONTFIX,P3,normal,
550272,IDE e4 templates re-use xmi:id breaking uniqueness conventions,Eclipse Project,PDE,UI,PC,Windows 10,NEW,,P3,major,
550273,[13] Whitespace ignored at octal in text block,Eclipse Project,JDT,Core,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,
550274,Make it happen e4 product has missing dependency,Modeling,ECP,EMF Forms,PC,Linux,CLOSED,FIXED,P3,normal,
550276,[release] technology.openj9 0.16.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
550277,M2 Installation fails macOS Catalina Security Check,Technology,EPP,modeling-package,Macintosh,Mac OS X,CLOSED,DUPLICATE,P3,normal,
550278,Add download stats generation for 4diac IDE update sites,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
550279,Missing logo on https://www.eclipse.org/ide/ for IDE Platforms,Eclipse Foundation,Community,Website,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550280,[Components][releng] tycho surefire configuration explicitly depends on equinox.ds,Modeling,Papyrus,Components,All,All,NEW,,P3,normal,
550281,Please add all these items to events.eclipse.org,Eclipse Foundation,z_Archived,Events.eclipse.org,PC,Mac OS X,CLOSED,FIXED,P3,normal,
550282,[13] Create Patch (P) build for Java 13,Eclipse Project,Platform,Releng,All,All,CLOSED,DUPLICATE,P3,normal,
550283,Display ports are not available on hippcentos attached to releng JIPP,Eclipse Foundation,Community,Servers,PC,Linux,CLOSED,FIXED,P3,blocker,
550284,No JadClipse menu option under Window/Preferences/Java,Eclipse Project,Platform,Runtime,PC,Windows 10,CLOSED,NOT_ECLIPSE,P3,normal,
550285,tycho pomless should support target-definition builds,Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,FIXED,P3,enhancement,
550287,.,WebTools,Web Tools,Web Standard Tools,PC,Mac OS X,RESOLVED,INVALID,P3,normal,
550288,[Quicksearch] Quicksearch dialog shows Searching... even when there are no search parameter,Eclipse Project,Platform,Text,All,All,VERIFIED,FIXED,P3,normal,
550289,Constant UI freezes with Error log view with specific log entries,Eclipse Project,Platform,UI,PC,Linux,CLOSED,WONTFIX,P3,normal,
550290,Lack of TypeSafeEnum#hashCode may lead to non-deterministic bytecode,Tools,AspectJ,Compiler,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550291,jgit hangs in FS.FileStoreAttributeCache,Technology,JGit,JGit,PC,Linux,CLOSED,DUPLICATE,P3,normal,
550292,Use concise text in discard all changes dialog,Technology,EGit,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550293,Use concise text in reset dialog,Technology,EGit,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550294,Error log Maximum log size field is never enabled,Eclipse Project,Platform,UI,All,All,VERIFIED,FIXED,P3,normal,
550296,[ui] Improve usability of genmodel validation,Modeling,eTrice,UserInterface,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550297,Context menu 'Create View Model Project' action fails to load ecore,Modeling,ECP,EMF Forms,PC,Linux,CLOSED,FIXED,P3,normal,
550299,Opening Customize perspective activates all (also invisible) action sets,Eclipse Project,Platform,UI,All,All,CLOSED,WONTFIX,P3,normal,
550300,[13] AST.isPreviewEnabled() to also check for latest version followed by cleanup of preview enabled checks,Eclipse,,,,,,,,,
Project,JDT,Core,All,All,RESOLVED,FIXED,P3,normal,,,
550301,[Bug] The delete quick fix does not work,Modeling,Capra,UI,Macintosh,Mac OS X,NEW,,P3,normal,
550302,error log while installing (error message) cant be installed,Eclipse Project,JDT,Debug,PC,Windows 10,NEW,,P3,normal,
550303,Please syntax-highlight shell scripts (.sh files),Eclipse Project,Platform,Text,All,All,CLOSED,WONTFIX,P3,enhancement,
550304,Provide better support for editing and compiling JET templates,Modeling,EMF,Tools,PC,Windows 7,CLOSED,FIXED,P3,enhancement,
550305,Jakarta Stable release Jenkins jobs unable to access github,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
550306,Apply light theme for EGit Jenkins,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,enhancement,
550308,[Core Build] allow toolchain to help set the name of the build config,Tools,CDT,cdt-core,PC,Linux,RESOLVED,FIXED,P3,normal,
550309,Unable to launch runtime Eclipse in 2019_06 on Mac with AdoptOpenJDK 11.4,Eclipse Project,PDE,Build,PC,Mac OS X,CLOSED,NOT_ECLIPSE,P3,normal,
550311,Synthetic $SWITCH_TABLE$ method being processed by compiler,Tools,AspectJ,Compiler,All,All,RESOLVED,FIXED,P3,normal,
550312,Declare 4.13 M3,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,
550313,tycho-versions-plugin uses hard-coded polyglot file,Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,FIXED,P3,normal,
550315,eclipse-jee-oxygen-R-linux-gtk-x86_64.tar.gz is not working,Eclipse Foundation,Community,Website,All,All,CLOSED,FIXED,P3,critical,
550316,[Feature View] features from target platform,Eclipse Project,PDE,UI,All,All,VERIFIED,FIXED,P3,enhancement,
550317,[Feature View] show products,Eclipse Project,PDE,UI,All,All,VERIFIED,FIXED,P3,enhancement,
550319,Provide declarative project templates,Eclipse Project,PDE,UI,PC,Linux,CLOSED,WONTFIX,P3,normal,
550320,CVS server on hipp10 not accessible,Eclipse Foundation,Community,Servers,PC,Windows 7,RESOLVED,FIXED,P3,normal,
550321,[Tests] Some tests are failing because of ProxyModificationTrackingAdapter,Modeling,Papyrus,Core,All,All,RESOLVED,FIXED,P3,normal,
550322,[GTK] Intermittent test failure isFocusControl,Eclipse Project,Platform,SWT,PC,Linux,RESOLVED,FIXED,P3,normal,
550324,[mac] Rendering problem in Java editor views with long lines,Eclipse Project,Platform,SWT,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,
550325,Junit test MenuVisibilityTest.testVisibilityTracksEnablement fails in nightly builds,Eclipse Project,Platform,UI,PC,Mac OS X,CLOSED,WORKSFORME,P3,normal,
550326,[Quicksearch] Entry selection in Quick Search dialog,Eclipse Project,Platform,UI,PC,Windows All,ASSIGNED,,P3,normal,
550327,Move Quick Search preference page under Preferences > General,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,
550328,Junit test IEditorRegistryTest.testBug308894 fails in nightly build,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
550329,[UI Improvement] Rethink the selection change event handling,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550330,[Model2Doc] make uniform the required dependencies version of the model2doc plugins,Modeling,Papyrus,Model2Doc,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,normal,,,,,,,
550331,[Model2Doc] provide a bundle tests plugin for Model2Doc,Modeling,Papyrus,Model2Doc,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550332,Add a tooltip on the LOCKED_BY_OTHER diagram semantic element figure.,Modeling,Sirius,Diagram,PC,Mac OS X,CLOSED,FIXED,P3,enhancement,
550333,if i enabled convert for loops to enhanced in code clean up i get this exception (in certain java files),Eclipse Foundation,z_Archived,m2e,PC,Windows,,,,,
10,NEW,,P3,normal,,,,,,,
550334,clean up: convert for loops to enhanced results in null pointer (in certain files),Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,
550335,Signing commits is too permissive when locating SecretKey,Technology,JGit,JGit,All,All,RESOLVED,FIXED,P3,normal,
550336,Staging view freezes on commit (NPE in AbstractTextEditor$TextEditorSavable.isDirty),Eclipse Project,Platform,UI,All,All,CLOSED,DUPLICATE,P3,critical,
550337,Table Viewer using row template does not show the correct tooltip,RT,RAP,RWT,All,All,NEW,,P3,normal,
550338,Generic type cache not update on EClasses,Modeling,EMF,Core,PC,Windows 10,CLOSED,FIXED,P3,major,
550340,NullPointerException in CloneCommand#cleanup,Technology,JGit,JGit,PC,Linux,RESOLVED,FIXED,P3,normal,
550341,[Dark Theme] Scale has bright background on CTabFolder,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550342,CI-Build fails with Invalid target platform location: /tmp/genie.tycho/tycho-ci/win32/3.6.2/eclipse,Eclipse,,,,,,,,,
Foundation,z_Archived,Tycho,PC,Linux,RESOLVED,FIXED,P3,blocker,,,
550343,pgm: support --not option in rev-list and log commands,Technology,JGit,JGit,All,All,NEW,,P3,normal,
550344,Break point stopped working in debug mode,Eclipse Project,Platform,Debug,Macintosh,Mac OS X,CLOSED,WORKSFORME,P3,critical,
550345,[Tests] testBug545769_UTF8OutOdd fails on Windows,Eclipse Project,JDT,Debug,All,Windows 7,VERIFIED,FIXED,P3,normal,
550346,UI Freeze of approx 40 seconds on opening Launch Configuration Dialog,Eclipse Project,PDE,UI,PC,Windows 10,VERIFIED,FIXED,P3,major,
550347,Provide Platform.getLog(.class) method,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550348,Java container support shows image id rather than repo tag,Tools,Linux Tools,Docker,PC,Linux,RESOLVED,FIXED,P3,normal,
550349,Jenkins job can't connect to Nexus/Sonatype/OSSRH,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,NOT_ECLIPSE,P3,blocker,
550350,Improve performance of annotation column painting,Eclipse Project,Platform,Text,All,All,RESOLVED,FIXED,P3,normal,
550351,Enable read access to all ee4j Jenkins instances for ee4j contributors,Eclipse Foundation,Community,CI-Jenkins,PC,All,CLOSED,FIXED,P3,normal,
550352,testJava4Environment fails on one platform,Eclipse Project,PDE,UI,PC,Windows 7,NEW,,P3,normal,
550353,Disable UI monitoring in dev mode,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
550354,[13] yield in a non-paranthesized if block is flagged as an error,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,FIXED,P3,normal,
550355,Cleanup PlatformUIPreferenceListener,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550356,[13] Compiler should recognize text blocks even if preview is disabled,Eclipse Project,JDT,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
550357,Update Base builder from 4.13 M3 to build 4.13 RC1,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,
550358,Remove prior to 3.1 check in EditorRegistry#readResources,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
550359,[AF] Create a view to visualize the available architectures in the instance,Modeling,Papyrus,Core,All,All,NEW,,P3,enhancement,
550360,Customize name of eclipsec.exe,Eclipse Project,Equinox,p2,All,All,CLOSED,DUPLICATE,P3,enhancement,
550361,Provide support for generating a p2 repository quality report,Tools,Oomph,P2 Management,PC,Windows 7,NEW,,P3,enhancement,
550362,Deploy ecj compiler from 4.13 M3 and use it for 4.13 RC1 build,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,
550363,Improve performance of EditorRegistry#readResources,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
